Category,Sum of Value,ADMIN LEVEL-1 (Division),ADMIN LEVEL-2 (District) ,BDP Climate Zone,Column,Sum of Geocode,Sum of Rank-Coping Capacity,Sum of Rank-Vulnerability,RISK CLASS,RISK CLASS-Lack of Coping Capcity,RISK CLASS-Vulnerability,RISK CLASS_Hazard Exposure,Sum of Rank-Risk
LACK OF COPING CAPACITY,5,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
LACK OF COPING CAPACITY,4.9,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
LACK OF COPING CAPACITY,5,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
LACK OF COPING CAPACITY,4.9,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
LACK OF COPING CAPACITY,4.8,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
LACK OF COPING CAPACITY,5.7,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
LACK OF COPING CAPACITY,5.5,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
LACK OF COPING CAPACITY,5.5,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
LACK OF COPING CAPACITY,5.7,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
LACK OF COPING CAPACITY,4.9,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Landslide,0,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Landslide,0,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Landslide,0,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Landslide,0,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Landslide,0,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Landslide,0,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Landslide,0,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Landslide,0,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Landslide,0,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Landslide,0,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Landslide,0,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Landslide,0,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Landslide,0,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Landslide,0,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Landslide,0,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Landslide,0,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Landslide,0,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Landslide,0,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Landslide,0,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Landslide,0,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Landslide,0,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Landslide,0,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Lightning,7.7,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Lightning,4.6,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Lightning,0,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Lightning,6.9,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Lightning,5.3,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Lightning,5.3,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Lightning,5.6,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Lightning,4.1,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Lightning,5,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Lightning,4.6,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Lightning,4.1,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Lightning,6.6,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Lightning,4.6,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Lightning,4.6,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Lightning,1.8,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Lightning,8.1,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Lightning,5.6,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Lightning,2.8,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Lightning,6.9,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Lightning,8.3,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Lightning,6.4,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Lightning,8.5,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Other Vulnerability,4.7,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Other Vulnerability,5.1,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Other Vulnerability,2.7,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Other Vulnerability,5,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Other Vulnerability,3.5,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Other Vulnerability,3.2,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Other Vulnerability,5.1,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Other Vulnerability,4.1,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Other Vulnerability,2.9,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Other Vulnerability,3.5,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Other Vulnerability,4.7,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Other Vulnerability,4.9,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Other Vulnerability,3.8,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Other Vulnerability,4.3,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Other Vulnerability,4.3,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Other Vulnerability,4.8,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Other Vulnerability,4.8,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Other Vulnerability,4.6,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Other Vulnerability,4.7,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Other Vulnerability,5.1,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Other Vulnerability,4.8,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Other Vulnerability,4.4,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Physical Connectivity,0.9,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Physical Connectivity,2,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Physical Connectivity,1.9,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Physical Connectivity,3.5,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Physical Connectivity,1.4,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Physical Connectivity,1.9,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Physical Connectivity,3.3,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Physical Connectivity,4.3,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Physical Connectivity,1.1,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Physical Connectivity,1.3,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Physical Connectivity,1.7,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Physical Connectivity,3,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Physical Connectivity,1.5,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Physical Connectivity,1.8,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Physical Connectivity,6.2,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Physical Connectivity,1.1,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Physical Connectivity,2.2,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Physical Connectivity,3.9,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Physical Connectivity,2.2,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Physical Connectivity,3.2,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Physical Connectivity,4.1,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Physical Connectivity,2.3,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Preparedness and Response,7.5,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Preparedness and Response,7.9,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Preparedness and Response,9.5,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Preparedness and Response,8.7,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Preparedness and Response,9.8,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Preparedness and Response,9.2,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Preparedness and Response,8.9,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Preparedness and Response,8.7,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Preparedness and Response,9.6,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Preparedness and Response,8.8,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Preparedness and Response,8.6,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Preparedness and Response,8.4,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Preparedness and Response,9.7,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Preparedness and Response,9.1,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Preparedness and Response,6.6,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Preparedness and Response,9.6,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Preparedness and Response,9.6,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Preparedness and Response,9.1,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Preparedness and Response,9.8,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Preparedness and Response,9.6,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Preparedness and Response,9.2,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Preparedness and Response,9,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Rank_Hazard Exposure,27,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Rank_Hazard Exposure,27,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Rank_Hazard Exposure,51,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Rank_Hazard Exposure,12,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Rank_Hazard Exposure,51,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Rank_Hazard Exposure,12,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Rank_Hazard Exposure,38,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Rank_Hazard Exposure,62,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Rank_Hazard Exposure,61,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Rank_Hazard Exposure,51,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Rank_Hazard Exposure,27,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Rank_Hazard Exposure,12,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Rank_Hazard Exposure,51,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Rank_Hazard Exposure,46,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Rank_Hazard Exposure,12,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Rank_Hazard Exposure,27,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Rank_Hazard Exposure,46,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Rank_Hazard Exposure,51,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Rank_Hazard Exposure,27,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Rank_Hazard Exposure,23,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Rank_Hazard Exposure,27,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Rank_Hazard Exposure,5,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Recen t Shocks,0.2,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Recen t Shocks,4.6,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Recen t Shocks,3.6,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Recen t Shocks,5,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Recen t Shocks,2.4,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Recen t Shocks,5.9,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Recen t Shocks,6.3,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Recen t Shocks,5.4,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Recen t Shocks,0,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Recen t Shocks,0,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Recen t Shocks,4.2,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Recen t Shocks,6,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Recen t Shocks,0,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Recen t Shocks,0,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Recen t Shocks,6,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Recen t Shocks,0,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Recen t Shocks,0,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Recen t Shocks,2.3,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Recen t Shocks,4.5,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Recen t Shocks,4.8,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Recen t Shocks,3.6,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Recen t Shocks,5.5,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Riverbank Erosion,0,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Riverbank Erosion,,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Riverbank Erosion,1.4,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Riverbank Erosion,8.2,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Riverbank Erosion,0,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Riverbank Erosion,10,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Riverbank Erosion,5.8,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Riverbank Erosion,2.5,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Riverbank Erosion,0,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Riverbank Erosion,0,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Riverbank Erosion,7.6,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Riverbank Erosion,8.3,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Riverbank Erosion,0,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Riverbank Erosion,0,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Riverbank Erosion,,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Riverbank Erosion,0,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Riverbank Erosion,0,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Riverbank Erosion,0,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Riverbank Erosion,,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Riverbank Erosion,,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Riverbank Erosion,,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Riverbank Erosion,6.5,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Salinity Risk,0,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Salinity Risk,0,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Salinity Risk,0,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Salinity Risk,0,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Salinity Risk,0,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Salinity Risk,0,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Salinity Risk,0,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Salinity Risk,0,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Salinity Risk,0,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Salinity Risk,0,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Salinity Risk,0,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Salinity Risk,0,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Salinity Risk,0,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
Salinity Risk,0,Khulna,Jhenaidah,Cross Cutting Area,BD4044,4044,44,61,Very Low,Low,Very Low,Low,61
Salinity Risk,0,Khulna,Khulna,Cross Cutting Area,BD4047,4047,39,11,High,Medium,High,High,11
Salinity Risk,0,Khulna,Magura,Cross Cutting Area,BD4055,4055,44,59,Low,Low,Very Low,Medium,56
Salinity Risk,0,Khulna,Meherpur,Cross Cutting Area,BD4057,4057,54,51,Low,Low,Low,Low,56
Salinity Risk,0,Khulna,Narail,Cross Cutting Area,BD4065,4065,1,55,Low,Very High,Low,Very Low,45
Salinity Risk,0,Mymensingh,Mymensingh,Cross Cutting Area,BD4561,4561,10,46,Medium,Very High,Low,Medium,31
Salinity Risk,0,Mymensingh,Netrakona,Cross Cutting Area,BD4572,4572,10,32,High,Very High,Medium,Medium,16
Salinity Risk,0,Mymensingh,Sherpur,Cross Cutting Area,BD4589,4589,1,38,Medium,Very High,Low,Medium,25
Salinity Risk,0,Rajshahi,Bogura,Cross Cutting Area,BD5010,5010,44,23,Medium,Low,Medium,High,25
Uprooted People,2.1,Chattogram,Cumilla,Cross Cutting Area,BD2019,2019,62,62,Very Low,Very Low,Very Low,Medium,62
Uprooted People,5.1,Chattogram,Feni,Cross Cutting Area,BD2030,2030,17,43,Medium,High,Low,Medium,40
Uprooted People,8.6,Dhaka,Dhaka,Cross Cutting Area,BD3026,3026,39,23,Medium,Medium,Medium,Very Low,31
Uprooted People,5.2,Dhaka,Faridpur,Cross Cutting Area,BD3029,3029,44,38,Medium,Low,Low,High,40
Uprooted People,4.7,Dhaka,Gazipur,Cross Cutting Area,BD3033,3033,30,57,Low,Medium,Very Low,Very Low,56
Uprooted People,6.4,Dhaka,Madaripur,Cross Cutting Area,BD3054,3054,1,46,Medium,Very High,Low,High,25
Uprooted People,4.9,Dhaka,Manikganj,Cross Cutting Area,BD3056,3056,30,28,Medium,Medium,Medium,Low,25
Uprooted People,6.5,Dhaka,Munshiganj,Cross Cutting Area,BD3059,3059,44,35,Low,Low,Low,Very Low,52
Uprooted People,2.2,Dhaka,Narayanganj,Cross Cutting Area,BD3067,3067,30,64,Very Low,Medium,Very Low,Very Low,64
Uprooted People,1.7,Dhaka,Narsingdi,Cross Cutting Area,BD3068,3068,44,62,Very Low,Low,Very Low,Very Low,62
Uprooted People,3.3,Dhaka,Rajbari,Cross Cutting Area,BD3082,3082,54,43,Low,Low,Low,Medium,45
Uprooted People,4.2,Dhaka,Tangail,Cross Cutting Area,BD3093,3093,44,33,Medium,Low,Low,High,31
Uprooted People,4.9,Khulna,Chuadanga,Cross Cutting Area,BD4018,4018,39,38,Low,Medium,Low,Very Low,45
