indicator,island,atoll_official,atoll_local_names,population,value,value2,indicator2
NEET rate (15-24 years) (%),Dhaandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,26.1682242990654,26.1682242990654,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhabidhoo,Laamu Atoll,Laamu (L),Maldivians,30.7692307692307,30.7692307692307,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhangethi,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,18.4615384615384,18.4615384615384,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dharaboodhoo,Faafu Atoll,Faafu (F),Maldivians,20.4545454545454,20.4545454545454,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dharavandhoo,Baa Atoll,Baa (B),Maldivians,27.0588235294117,27.0588235294117,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhevvadhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,20.4545454545454,20.4545454545454,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhidhdhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,37.5,37.5,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,19.7183098591549,19.7183098591549,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhiffushi,Kaafu Atoll,Kaafu (K),Maldivians,23.4848484848484,23.4848484848484,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhiggaru,Meemu Atoll,Meemu (M),Maldivians,10.6666666666666,10.6666666666666,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhigurah,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,27.6923076923076,27.6923076923076,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhiyamigili,Thaa Atoll,Thaa (Th),Maldivians,27.7777777777777,27.7777777777777,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhonfanu,Baa Atoll,Baa (B),Maldivians,35.4166666666666,35.4166666666666,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Dhuvaafaru,Raa Atoll,Raa (R),Maldivians,48.9702517162471,48.9702517162471,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Eydhafushi,Baa Atoll,Baa (B),Maldivians,21.639344262295,21.639344262295,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fainu,Raa Atoll,Raa (R),Maldivians,16.6666666666666,16.6666666666666,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fares-Maathodaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,37.0786516853932,37.0786516853932,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Feeali,Faafu Atoll,Faafu (F),Maldivians,35.1351351351351,35.1351351351351,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Feevah,Shaviyani Atoll,Shaviyani (Sh),Maldivians,14.0625,14.0625,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fehendhoo,Baa Atoll,Baa (B),Maldivians,50,50,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Felidhoo,Vaavu Atoll,Vaavu (V),Maldivians,34.2857142857142,34.2857142857142,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fenfushi,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,31.7460317460317,31.7460317460317,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Feridhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,30,30,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Feydhoo,Seenu Atoll,Addu (S),Maldivians,30.4878048780487,30.4878048780487,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Feydhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,23.9583333333333,23.9583333333333,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,27.2727272727272,27.2727272727272,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,21.2121212121212,21.2121212121212,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,28.5714285714285,28.5714285714285,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,31.8181818181818,31.8181818181818,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fodhdhoo,Noonu Atoll,Noonu (N),Maldivians,11.7647058823529,11.7647058823529,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fonadhoo,Laamu Atoll,Laamu (L),Maldivians,31.4199395770392,31.4199395770392,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fulhadhoo,Baa Atoll,Baa (B),Maldivians,11.1111111111111,11.1111111111111,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fulidhoo,Vaavu Atoll,Vaavu (V),Maldivians,20.5128205128205,20.5128205128205,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Funadhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,25,25,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Fuvahmulah,Gnaviyani Atoll,Gnaviyani (Gn),Maldivians,25.0943396226415,25.0943396226415,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Gaadhiffushi,Thaa Atoll,Thaa (Th),Maldivians,28.5714285714285,28.5714285714285,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Gaafaru,Kaafu Atoll,Kaafu (K),Maldivians,25.735294117647,25.735294117647,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,19.3548387096774,19.3548387096774,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Gamu,Laamu Atoll,Laamu (L),Maldivians,27.4725274725274,27.4725274725274,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,38,38,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Goidhoo,Baa Atoll,Baa (B),Maldivians,21.0526315789473,21.0526315789473,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Goidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,36.0655737704918,36.0655737704918,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Gulhi,Kaafu Atoll,Kaafu (K),Maldivians,20.8333333333333,20.8333333333333,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Guraidhoo,Kaafu Atoll,Kaafu (K),Maldivians,41.340782122905,41.340782122905,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Guraidhoo,Thaa Atoll,Thaa (Th),Maldivians,23.0088495575221,23.0088495575221,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hanghghaameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,18.4210526315789,18.4210526315789,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,28.2511210762331,28.2511210762331,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hebadhoo,Noonu Atoll,Noonu (N),Maldivians,18.0555555555555,18.0555555555555,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Himandhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,23.8938053097345,23.8938053097345,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Himmafushi,Kaafu Atoll,Kaafu (K),Maldivians,29.8701298701298,29.8701298701298,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,25.8215962441314,25.8215962441314,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hirilandhoo,Thaa Atoll,Thaa (Th),Maldivians,26.8115942028985,26.8115942028985,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,40,40,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hithaadhoo,Baa Atoll,Baa (B),Maldivians,26.865671641791,26.865671641791,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hithadhoo,Laamu Atoll,Laamu (L),Maldivians,41.6666666666666,41.6666666666666,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hithadhoo,Seenu Atoll,Addu (S),Maldivians,24.4667503136762,24.4667503136762,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,23.170731707317,23.170731707317,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),Maldivians,25.2173913043478,25.2173913043478,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Holhudhoo,Noonu Atoll,Noonu (N),Maldivians,16.5605095541401,16.5605095541401,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hulhudheli,Dhaal Atoll,Dhaalu (Dh),Maldivians,20,20,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hulhudhoo,Seenu Atoll,Addu (S),Maldivians,26.1682242990654,26.1682242990654,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Hulhudhuffaaru,Raa Atoll,Raa (R),Maldivians,21.6666666666666,21.6666666666666,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Huraa,Kaafu Atoll,Kaafu (K),Maldivians,21.7821782178217,21.7821782178217,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Iguraidhoo,Raa Atoll,Raa (R),Maldivians,25.7731958762886,25.7731958762886,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,25.1552795031055,25.1552795031055,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Innamaadhoo,Raa Atoll,Raa (R),Maldivians,23.8095238095238,23.8095238095238,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Isdhoo,Laamu Atoll,Laamu (L),Maldivians,24.1758241758241,24.1758241758241,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kaashidhoo,Kaafu Atoll,Kaafu (K),Maldivians,36.986301369863,36.986301369863,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,19.1666666666666,19.1666666666666,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kadoodhoo,Thaa Atoll,Thaa (Th),Maldivians,15.3846153846153,15.3846153846153,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kalhaidhoo,Laamu Atoll,Laamu (L),Maldivians,12.8571428571428,12.8571428571428,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kamadhoo,Baa Atoll,Baa (B),Maldivians,32.6923076923076,32.6923076923076,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,32.7586206896551,32.7586206896551,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kedhikolhudhoo,Noonu Atoll,Noonu (N),Maldivians,24.223602484472,24.223602484472,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),Maldivians,24.3243243243243,24.3243243243243,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kendhoo,Baa Atoll,Baa (B),Maldivians,27.6595744680851,27.6595744680851,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Keyodhoo,Vaavu Atoll,Vaavu (V),Maldivians,27.2727272727272,27.2727272727272,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kibidhoo,Thaa Atoll,Thaa (Th),Maldivians,18.6440677966101,18.6440677966101,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kihaadhoo,Baa Atoll,Baa (B),Maldivians,15.8536585365853,15.8536585365853,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kinolhas,Raa Atoll,Raa (R),Maldivians,30,30,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,39.3939393939393,39.3939393939393,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,36.3636363636363,36.3636363636363,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kolhufushi,Meemu Atoll,Meemu (M),Maldivians,20,20,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Komandoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,19.6721311475409,19.6721311475409,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kuburudhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,27.9640900791235,27.9640900791235,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kudafari,Noonu Atoll,Noonu (N),Maldivians,6.25,6.25,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kudahuvadhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,16.1676646706586,16.1676646706586,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kudarikilu,Baa Atoll,Baa (B),Maldivians,13.0434782608695,13.0434782608695,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,20.4034134988363,20.4034134988363,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,39.2857142857142,39.2857142857142,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kunahandhoo,Laamu Atoll,Laamu (L),Maldivians,34.375,34.375,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kurendhoo,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,48.4848484848484,48.4848484848484,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Kurinbi,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,11.5384615384615,11.5384615384615,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Landhoo,Noonu Atoll,Noonu (N),Maldivians,26.0273972602739,26.0273972602739,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,14.8148148148148,14.8148148148148,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Lhohi,Noonu Atoll,Noonu (N),Maldivians,36.2068965517241,36.2068965517241,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maabaidhoo,Laamu Atoll,Laamu (L),Maldivians,28.5714285714285,28.5714285714285,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maaeboodhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,38.095238095238,38.095238095238,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maafaru,Noonu Atoll,Noonu (N),Maldivians,25,25,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maafushi,Kaafu Atoll,Kaafu (K),Maldivians,18.8679245283018,18.8679245283018,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maakurathu,Raa Atoll,Raa (R),Maldivians,29.2035398230088,29.2035398230088,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maalhendhoo,Noonu Atoll,Noonu (N),Maldivians,35.2941176470588,35.2941176470588,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maalhos,Baa Atoll,Baa (B),Maldivians,18,18,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maalhoss,Alif Uthuru Buri,Alif Alif (AA),Maldivians,20,20,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,34.1772151898734,34.1772151898734,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maamendhoo,Laamu Atoll,Laamu (L),Maldivians,44.8717948717948,44.8717948717948,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,18.8405797101449,18.8405797101449,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,27.8350515463917,27.8350515463917,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maavah,Laamu Atoll,Laamu (L),Maldivians,34.7517730496453,34.7517730496453,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,39.1304347826086,39.1304347826086,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Madifushi,Thaa Atoll,Thaa (Th),Maldivians,30.2631578947368,30.2631578947368,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maduvvari,Meemu Atoll,Meemu (M),Maldivians,17.6470588235294,17.6470588235294,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maduvvari,Raa Atoll,Raa (R),Maldivians,34.7826086956521,34.7826086956521,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Magoodhoo,Faafu Atoll,Faafu (F),Maldivians,30.6122448979591,30.6122448979591,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Magoodhoo,Noonu Atoll,Noonu (N),Maldivians,16.6666666666666,16.6666666666666,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Mahibadhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,19.1176470588235,19.1176470588235,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,18.018018018018,18.018018018018,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Manadhoo,Noonu Atoll,Noonu (N),Maldivians,30.635838150289,30.635838150289,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Mandhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,16.9811320754717,16.9811320754717,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maradhoo,Seenu Atoll,Addu (S),Maldivians,23.6363636363636,23.6363636363636,NEET rate (15-24 years) (%)
NEET rate (15-24 years) (%),Maradhoo-Feydhoo,Seenu Atoll,Addu (S),Maldivians,30.635838150289,30.635838150289,NEET rate (15-24 years) (%)
